fecha,sede_id,ciudad,departamento,macrozona,fase_campania,festival_abierto_flag,fin_de_semana_flag,lluvia_flag,promocion_activa_flag,inversion_publicitaria_soles,vistas_video_miles,entradas_vendidas,ventas_soles
2026-03-21,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,1,1,0,203.86,2.33,13,467.55
2026-03-21,SED-09,Huancayo,Junín,Sierra,Antes del video,0,1,1,0,188.8,0.48,18,618.29
2026-03-21,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,1,0,0,176.34,3.44,16,577.1
2026-03-21,SED-11,Iquitos,Loreto,Selva,Antes del video,0,1,1,0,262.25,5.82,17,608.65
2026-03-21,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,1,1,0,401.45,5.48,16,545.46
2026-03-22,SED-01,Lima,Lima,Costa,Antes del video,1,1,0,0,421.23,7.44,453,16209.82
2026-03-22,SED-02,Piura,Piura,Costa,Antes del video,1,1,0,0,327.51,3.04,253,9165.82
2026-03-22,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,1,0,0,333.17,5.36,254,8874.62
2026-03-22,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,1,0,0,146.77,4.69,206,6986.32
2026-03-22,SED-05,Arequipa,Arequipa,Sierra,Antes del video,0,1,1,0,0.0,5.07,32,1158.65
2026-03-22,SED-06,Cusco,Cusco,Sierra,Antes del video,0,1,0,0,296.75,10.04,31,1106.35
2026-03-22,SED-07,Puno,Puno,Sierra,Antes del video,0,1,0,0,254.57,10.47,18,652.38
2026-03-22,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,1,1,0,275.79,7.63,15,525.88
2026-03-22,SED-09,Huancayo,Junín,Sierra,Antes del video,0,1,0,0,375.19,5.69,20,709.05
2026-03-22,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,1,0,0,120.84,3.15,18,635.69
2026-03-22,SED-11,Iquitos,Loreto,Selva,Antes del video,0,1,1,0,209.52,1.51,16,548.27
2026-03-22,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,1,1,0,32.18,3.44,15,556.63
2026-03-23,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,235.37,8.56,384,13803.76
2026-03-23,SED-02,Piura,Piura,Costa,Antes del video,1,0,0,0,400.28,6.99,172,6115.6
2026-03-23,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,302.9,6.31,182,6315.5
2026-03-23,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,139.75,4.57,180,6305.73
2026-03-23,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,159.33,4.56,219,7688.46
2026-03-23,SED-06,Cusco,Cusco,Sierra,Antes del video,0,0,0,0,81.09,8.63,19,677.85
2026-03-23,SED-07,Puno,Puno,Sierra,Antes del video,0,0,0,0,197.98,0.2,13,467.41
2026-03-23,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,0,1,0,184.97,5.92,11,379.57
2026-03-23,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,0,0,263.58,7.18,16,582.84
2026-03-23,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,1,0,300.4,7.99,12,413.61
2026-03-23,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,1,0,74.3,1.36,15,535.26
2026-03-23,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,0,0,419.4,7.07,14,506.08
2026-03-24,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,464.0,12.66,421,14686.02
2026-03-24,SED-02,Piura,Piura,Costa,Antes del video,1,0,0,0,186.14,2.42,240,8458.56
2026-03-24,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,190.75,3.88,216,7478.42
2026-03-24,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,101.48,2.14,165,5716.69
2026-03-24,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,280.78,5.0,179,6473.06
2026-03-24,SED-06,Cusco,Cusco,Sierra,Antes del video,0,0,0,0,342.16,11.17,20,685.0
2026-03-24,SED-07,Puno,Puno,Sierra,Antes del video,0,0,0,0,329.88,8.75,18,603.94
2026-03-24,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,0,0,0,297.86,7.35,11,389.12
2026-03-24,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,0,0,151.51,4.18,16,574.7
2026-03-24,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,1,0,385.2,3.95,8,286.42
2026-03-24,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,0,0,222.07,0.66,11,390.27
2026-03-24,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,0,0,219.57,4.81,10,351.01
2026-03-25,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,437.14,13.57,406,14600.48
2026-03-25,SED-02,Piura,Piura,Costa,Antes del video,1,0,0,0,356.19,3.58,169,5842.86
2026-03-25,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,414.73,0.24,185,6648.43
2026-03-25,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,194.68,4.66,156,5607.26
2026-03-25,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,331.0,3.52,285,10225.33
2026-03-25,SED-06,Cusco,Cusco,Sierra,Antes del video,0,0,0,0,301.48,8.64,22,776.74
2026-03-25,SED-07,Puno,Puno,Sierra,Antes del video,0,0,0,0,388.77,3.39,18,648.27
2026-03-25,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,0,0,0,208.53,7.87,12,435.48
2026-03-25,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,1,0,146.66,5.53,12,424.27
2026-03-25,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,0,0,201.88,9.58,11,403.29
2026-03-25,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,0,0,324.62,1.46,15,530.25
2026-03-25,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,1,0,268.09,7.49,11,389.45
2026-03-26,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,430.47,9.75,379,13190.39
2026-03-26,SED-02,Piura,Piura,Costa,Antes del video,1,0,0,0,315.79,5.04,268,9679.62
2026-03-26,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,223.8,7.9,211,7045.42
2026-03-26,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,260.32,4.78,155,5206.78
2026-03-26,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,144.86,0.2,231,8175.05
2026-03-26,SED-06,Cusco,Cusco,Sierra,Antes del video,0,0,0,0,178.48,11.21,23,847.31
2026-03-26,SED-07,Puno,Puno,Sierra,Antes del video,0,0,0,0,40.68,4.68,14,504.43
2026-03-26,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,0,0,0,305.72,8.83,13,455.35
2026-03-26,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,0,0,342.5,6.66,17,610.7
2026-03-26,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,1,0,243.27,1.19,12,420.16
2026-03-26,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,0,0,337.31,2.51,12,431.01
2026-03-26,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,1,0,49.37,4.13,12,435.81
2026-03-27,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,263.18,11.08,354,12679.61
2026-03-27,SED-02,Piura,Piura,Costa,Antes del video,1,0,0,0,338.51,1.42,174,6136.15
2026-03-27,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,128.94,5.39,214,7753.47
2026-03-27,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,217.36,1.8,199,7057.5
2026-03-27,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,349.06,7.46,192,6672.86
2026-03-27,SED-06,Cusco,Cusco,Sierra,Antes del video,0,0,1,0,67.39,5.64,20,738.12
2026-03-27,SED-07,Puno,Puno,Sierra,Antes del video,0,0,1,0,287.06,4.52,15,536.99
2026-03-27,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,0,0,0,289.95,3.7,13,462.26
2026-03-27,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,0,0,310.6,2.82,20,703.78
2026-03-27,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,1,0,338.17,9.48,13,445.16
2026-03-27,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,0,0,332.3,5.35,14,481.1
2026-03-27,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,1,0,353.9,4.93,11,405.68
2026-03-28,SED-01,Lima,Lima,Costa,Antes del video,1,1,0,0,143.33,12.64,477,17526.27
2026-03-28,SED-02,Piura,Piura,Costa,Antes del video,1,1,0,0,115.19,4.09,272,9473.74
2026-03-28,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,1,0,0,287.85,4.14,257,8871.37
2026-03-28,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,1,0,0,352.7,4.06,214,7927.14
2026-03-28,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,1,0,0,206.48,1.42,352,12210.77
2026-03-28,SED-06,Cusco,Cusco,Sierra,Antes del video,0,1,0,0,137.1,12.32,32,1167.19
2026-03-28,SED-07,Puno,Puno,Sierra,Antes del video,0,1,0,0,254.18,4.11,19,651.25
2026-03-28,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,1,0,0,272.8,2.98,17,594.63
2026-03-28,SED-09,Huancayo,Junín,Sierra,Antes del video,0,1,0,0,322.56,3.45,20,733.04
2026-03-28,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,1,1,0,159.82,3.07,13,452.78
2026-03-28,SED-11,Iquitos,Loreto,Selva,Antes del video,0,1,1,0,397.91,8.23,24,859.89
2026-03-28,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,1,1,0,301.34,6.1,14,496.14
2026-03-29,SED-01,Lima,Lima,Costa,Antes del video,1,1,0,0,203.72,5.07,510,18092.0
2026-03-29,SED-02,Piura,Piura,Costa,Antes del video,1,1,0,0,276.21,5.03,323,11530.34
2026-03-29,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,1,0,0,228.1,3.14,307,10889.16
2026-03-29,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,1,0,0,200.4,5.76,225,8399.79
2026-03-29,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,1,1,0,101.36,3.87,226,8135.85
2026-03-29,SED-06,Cusco,Cusco,Sierra,Antes del video,1,1,0,0,212.16,8.14,280,9803.43
2026-03-29,SED-07,Puno,Puno,Sierra,Antes del video,0,1,0,0,63.37,2.1,20,741.48
2026-03-29,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,1,0,0,94.12,3.25,15,537.16
2026-03-29,SED-09,Huancayo,Junín,Sierra,Antes del video,0,1,0,0,178.84,0.2,20,710.7
2026-03-29,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,1,1,0,253.94,6.75,19,684.92
2026-03-29,SED-11,Iquitos,Loreto,Selva,Antes del video,0,1,0,0,39.61,6.61,15,553.44
2026-03-29,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,1,0,0,332.85,4.5,20,718.88
2026-03-30,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,120.13,12.55,307,11068.66
2026-03-30,SED-02,Piura,Piura,Costa,Antes del video,1,0,0,0,78.39,0.2,164,5791.01
2026-03-30,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,138.81,6.55,225,8021.0
2026-03-30,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,442.73,9.14,152,5456.05
2026-03-30,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,98.32,4.06,222,8002.85
2026-03-30,SED-06,Cusco,Cusco,Sierra,Antes del video,1,0,0,0,339.88,7.62,207,7304.92
2026-03-30,SED-07,Puno,Puno,Sierra,Antes del video,0,0,0,0,291.4,5.33,16,572.81
2026-03-30,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,0,1,0,14.01,5.45,12,428.42
2026-03-30,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,1,0,90.72,1.43,11,393.99
2026-03-30,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,1,0,423.16,5.4,12,418.99
2026-03-30,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,0,0,335.54,3.84,12,419.45
2026-03-30,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,0,0,343.66,3.91,13,464.28
2026-03-31,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,393.35,9.83,429,14985.62
2026-03-31,SED-02,Piura,Piura,Costa,Antes del video,1,0,0,0,51.66,1.14,167,6150.35
2026-03-31,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,420.16,3.42,243,8403.92
2026-03-31,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,1,0,192.75,2.13,142,5060.01
2026-03-31,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,262.22,6.71,234,7930.28
2026-03-31,SED-06,Cusco,Cusco,Sierra,Antes del video,1,0,1,0,223.44,7.88,159,5729.24
2026-03-31,SED-07,Puno,Puno,Sierra,Antes del video,0,0,0,0,119.39,3.32,14,496.61
2026-03-31,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,0,0,0,262.83,1.76,11,405.95
2026-03-31,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,0,0,165.11,1.0,16,577.97
2026-03-31,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,1,0,18.97,3.87,9,308.21
2026-03-31,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,1,0,308.89,5.39,17,589.98
2026-03-31,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,0,0,104.16,1.42,13,477.59
2026-04-01,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,182.95,12.08,351,12715.67
2026-04-01,SED-02,Piura,Piura,Costa,Antes del video,1,0,0,0,399.42,3.79,167,6019.87
2026-04-01,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,206.52,3.07,193,6882.21
2026-04-01,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,239.57,7.72,171,5894.27
2026-04-01,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,208.65,4.25,235,8598.96
2026-04-01,SED-06,Cusco,Cusco,Sierra,Antes del video,1,0,0,0,239.23,7.11,185,6699.43
2026-04-01,SED-07,Puno,Puno,Sierra,Antes del video,0,0,0,0,272.19,3.2,15,535.13
2026-04-01,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,0,0,0,124.86,0.9,13,461.7
2026-04-01,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,0,0,311.55,2.32,17,600.47
2026-04-01,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,1,0,188.79,2.76,10,359.19
2026-04-01,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,0,0,125.74,0.2,12,437.29
2026-04-01,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,1,0,196.9,6.63,10,348.04
2026-04-02,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,344.91,11.11,364,12541.43
2026-04-02,SED-02,Piura,Piura,Costa,Antes del video,1,0,1,0,285.01,7.21,166,5977.49
2026-04-02,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,180.27,3.71,213,7470.93
2026-04-02,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,315.14,6.86,180,6452.43
2026-04-02,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,317.61,6.58,203,7082.9
2026-04-02,SED-06,Cusco,Cusco,Sierra,Antes del video,1,0,0,0,204.38,6.93,259,8964.15
2026-04-02,SED-07,Puno,Puno,Sierra,Antes del video,0,0,0,0,237.27,2.47,19,669.73
2026-04-02,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,0,0,0,220.76,3.4,11,416.59
2026-04-02,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,0,0,192.02,0.63,15,524.34
2026-04-02,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,1,0,176.24,3.53,11,396.95
2026-04-02,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,1,0,187.55,5.71,10,350.83
2026-04-02,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,1,0,252.9,1.61,11,388.25
2026-04-03,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,341.99,12.16,411,14536.13
2026-04-03,SED-02,Piura,Piura,Costa,Antes del video,1,0,0,0,172.58,3.69,173,6120.19
2026-04-03,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,346.79,5.22,222,7669.26
2026-04-03,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,232.85,4.01,145,5109.39
2026-04-03,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,338.83,3.38,202,6836.08
2026-04-03,SED-06,Cusco,Cusco,Sierra,Antes del video,1,0,1,0,240.17,13.24,158,5424.95
2026-04-03,SED-07,Puno,Puno,Sierra,Antes del video,1,0,0,0,238.1,5.61,143,5106.37
2026-04-03,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,0,0,0,315.09,8.44,13,472.93
2026-04-03,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,0,0,319.7,2.55,13,473.86
2026-04-03,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,1,0,291.9,0.65,10,359.95
2026-04-03,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,1,0,87.1,2.58,13,453.24
2026-04-03,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,1,0,116.62,3.36,9,312.24
2026-04-04,SED-01,Lima,Lima,Costa,Antes del video,1,1,0,0,449.64,10.89,582,20284.47
2026-04-04,SED-02,Piura,Piura,Costa,Antes del video,1,1,0,0,293.19,9.41,262,8799.71
2026-04-04,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,1,0,0,301.34,4.04,270,9681.32
2026-04-04,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,1,0,0,287.02,6.65,242,8318.37
2026-04-04,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,1,0,0,363.96,1.92,332,11804.76
2026-04-04,SED-06,Cusco,Cusco,Sierra,Antes del video,1,1,1,0,293.55,6.91,295,10562.73
2026-04-04,SED-07,Puno,Puno,Sierra,Antes del video,1,1,0,0,125.66,5.19,228,7804.2
2026-04-04,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,1,0,0,223.98,3.67,19,679.82
2026-04-04,SED-09,Huancayo,Junín,Sierra,Antes del video,0,1,1,0,459.38,8.94,21,754.29
2026-04-04,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,1,1,0,229.71,3.42,18,627.55
2026-04-04,SED-11,Iquitos,Loreto,Selva,Antes del video,0,1,0,0,526.01,9.34,21,751.95
2026-04-04,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,1,0,0,404.76,8.23,15,519.44
2026-04-05,SED-01,Lima,Lima,Costa,Antes del video,1,1,0,0,224.34,12.16,482,16663.85
2026-04-05,SED-02,Piura,Piura,Costa,Antes del video,1,1,0,0,388.74,4.38,302,10384.46
2026-04-05,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,1,0,0,245.0,2.71,325,11595.17
2026-04-05,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,1,0,0,61.18,1.88,213,7628.32
2026-04-05,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,1,1,0,222.52,1.18,280,9976.88
2026-04-05,SED-06,Cusco,Cusco,Sierra,Antes del video,1,1,0,0,398.37,9.78,301,10875.57
2026-04-05,SED-07,Puno,Puno,Sierra,Antes del video,1,1,0,0,215.24,2.89,222,7894.8
2026-04-05,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,1,0,0,288.49,4.46,15,529.14
2026-04-05,SED-09,Huancayo,Junín,Sierra,Antes del video,0,1,0,0,615.12,4.96,21,744.36
2026-04-05,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,1,0,0,33.81,2.23,23,822.83
2026-04-05,SED-11,Iquitos,Loreto,Selva,Antes del video,0,1,1,0,308.84,8.69,16,573.47
2026-04-05,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,1,1,0,362.25,3.55,13,448.01
2026-04-06,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,444.62,11.23,327,11682.31
2026-04-06,SED-02,Piura,Piura,Costa,Antes del video,1,0,1,0,136.34,4.18,150,5467.91
2026-04-06,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,144.38,2.86,175,6243.81
2026-04-06,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,254.94,5.34,176,6535.55
2026-04-06,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,248.33,8.42,221,7587.68
2026-04-06,SED-06,Cusco,Cusco,Sierra,Antes del video,1,0,0,0,306.09,12.75,231,8473.16
2026-04-06,SED-07,Puno,Puno,Sierra,Antes del video,1,0,0,0,292.9,1.05,136,4843.93
2026-04-06,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,0,0,0,478.98,4.81,13,452.36
2026-04-06,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,1,0,313.96,1.13,13,466.28
2026-04-06,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,1,0,205.99,0.2,12,426.78
2026-04-06,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,1,0,191.07,7.51,11,386.33
2026-04-06,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,1,0,319.07,4.64,11,391.29
2026-04-07,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,311.02,9.09,383,13988.33
2026-04-07,SED-02,Piura,Piura,Costa,Antes del video,1,0,1,0,113.79,2.98,180,6629.98
2026-04-07,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,1,0,292.94,5.99,204,7069.66
2026-04-07,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,276.88,4.86,158,5636.94
2026-04-07,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,1,0,252.17,1.8,156,5596.21
2026-04-07,SED-06,Cusco,Cusco,Sierra,Antes del video,1,0,0,0,234.51,17.02,190,6979.61
2026-04-07,SED-07,Puno,Puno,Sierra,Antes del video,1,0,0,0,138.9,5.96,149,5310.67
2026-04-07,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,0,1,0,463.08,6.48,8,284.07
2026-04-07,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,0,0,241.51,3.68,14,502.58
2026-04-07,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,0,0,320.31,7.15,13,473.93
2026-04-07,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,0,0,152.65,2.9,15,555.82
2026-04-07,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,1,0,250.36,1.53,11,387.63
2026-04-08,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,269.79,13.8,365,13368.88
2026-04-08,SED-02,Piura,Piura,Costa,Antes del video,1,0,0,0,262.25,7.59,193,6853.65
2026-04-08,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,163.1,1.25,258,9012.09
2026-04-08,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,308.29,8.72,179,6131.22
2026-04-08,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,1,0,166.89,4.46,185,6564.46
2026-04-08,SED-06,Cusco,Cusco,Sierra,Antes del video,1,0,0,0,138.02,13.1,192,6844.0
2026-04-08,SED-07,Puno,Puno,Sierra,Antes del video,1,0,0,0,248.54,1.4,128,4489.31
2026-04-08,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,0,0,0,0,530.79,11.09,12,437.1
2026-04-08,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,0,0,485.02,6.72,16,572.04
2026-04-08,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,0,0,401.11,10.64,14,514.64
2026-04-08,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,1,0,241.47,1.32,12,419.06
2026-04-08,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,0,0,300.94,5.89,11,402.38
2026-04-09,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,320.76,11.72,438,14690.88
2026-04-09,SED-02,Piura,Piura,Costa,Antes del video,1,0,1,0,113.14,2.07,155,5768.33
2026-04-09,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,276.05,5.66,195,6851.76
2026-04-09,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,190.81,6.33,155,5595.79
2026-04-09,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,284.65,8.0,217,7849.14
2026-04-09,SED-06,Cusco,Cusco,Sierra,Antes del video,1,0,1,0,159.8,12.09,247,8912.47
2026-04-09,SED-07,Puno,Puno,Sierra,Antes del video,1,0,0,0,233.22,7.02,140,4891.59
2026-04-09,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,1,0,0,0,202.83,7.93,125,4463.36
2026-04-09,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,0,0,256.68,2.85,12,438.25
2026-04-09,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,0,0,221.65,6.79,13,458.14
2026-04-09,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,0,0,331.28,0.43,15,542.19
2026-04-09,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,1,0,374.46,4.43,9,316.12
2026-04-10,SED-01,Lima,Lima,Costa,Antes del video,1,0,0,0,264.65,8.56,386,14199.9
2026-04-10,SED-02,Piura,Piura,Costa,Antes del video,1,0,0,0,290.59,8.25,227,8034.0
2026-04-10,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,0,0,0,33.95,0.2,201,7447.57
2026-04-10,SED-04,Chiclayo,Lambayeque,Costa,Antes del video,1,0,0,0,93.9,4.91,136,4703.75
2026-04-10,SED-05,Arequipa,Arequipa,Sierra,Antes del video,1,0,0,0,286.25,3.11,229,8298.49
2026-04-10,SED-06,Cusco,Cusco,Sierra,Antes del video,1,0,0,0,228.86,11.45,273,9380.4
2026-04-10,SED-07,Puno,Puno,Sierra,Antes del video,1,0,0,0,171.25,8.17,163,5875.2
2026-04-10,SED-08,Ayacucho,Ayacucho,Sierra,Antes del video,1,0,0,0,293.35,3.28,114,4086.47
2026-04-10,SED-09,Huancayo,Junín,Sierra,Antes del video,0,0,1,0,160.76,0.2,14,510.96
2026-04-10,SED-10,Tarapoto,San Martín,Selva,Antes del video,0,0,1,0,219.61,1.63,11,397.54
2026-04-10,SED-11,Iquitos,Loreto,Selva,Antes del video,0,0,1,0,269.48,0.2,14,469.89
2026-04-10,SED-12,Pucallpa,Ucayali,Selva,Antes del video,0,0,0,0,410.81,8.85,11,402.02
2026-04-11,SED-01,Lima,Lima,Costa,Antes del video,1,1,0,0,318.21,6.13,558,19376.29
2026-04-11,SED-02,Piura,Piura,Costa,Antes del video,1,1,0,0,168.96,0.2,283,9672.04
2026-04-11,SED-03,Trujillo,La Libertad,Costa,Antes del video,1,1,0,0,299.52,7.62,239,8324.5
