envio_id,fecha_envio,semana_inicio,sede_id,ciudad,departamento,macrozona,transportista,vehiculo,distancia_km,lluvia_flag,lluvia_mm,minutos_objetivo,minutos_reales,tardanza_flag,bultos,costo_soles
ENV-00444,2026-04-04,2026-03-30,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Van,44.8,1,30.0,111.0,115.1,0,39,321.55
ENV-00445,2026-03-31,2026-03-30,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Camión,163.3,0,0.0,287.0,317.8,0,34,474.42
ENV-00446,2026-04-03,2026-03-30,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Camión,82.3,0,0.0,171.9,167.2,0,26,303.81
ENV-00447,2026-03-30,2026-03-30,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Van,108.6,0,0.0,190.7,164.3,0,7,292.15
ENV-00448,2026-04-04,2026-03-30,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Camión,158.7,0,0.0,280.4,358.0,1,6,379.31
ENV-00449,2026-03-30,2026-03-30,SED-09,Huancayo,Junín,Sierra,Apu Express,Van,160.7,0,0.0,255.8,272.5,0,4,376.59
ENV-00450,2026-03-30,2026-03-30,SED-09,Huancayo,Junín,Sierra,Costa Norte,Moto,103.8,0,0.0,164.0,172.5,0,16,311.45
ENV-00451,2026-03-30,2026-03-30,SED-09,Huancayo,Junín,Sierra,Apu Express,Camión,51.0,0,0.0,127.5,112.9,0,31,262.99
ENV-00452,2026-03-30,2026-03-30,SED-09,Huancayo,Junín,Sierra,Costa Norte,Camión,35.0,0,0.0,104.7,99.9,0,6,156.62
ENV-00453,2026-03-31,2026-03-30,SED-09,Huancayo,Junín,Sierra,Costa Norte,Van,58.9,0,0.0,128.6,133.5,0,13,221.35
ENV-00454,2026-03-31,2026-03-30,SED-09,Huancayo,Junín,Sierra,Río Rápido,Van,82.8,0,0.0,158.5,174.8,0,13,264.33
ENV-00455,2026-04-01,2026-03-30,SED-09,Huancayo,Junín,Sierra,Río Rápido,Moto,45.4,0,0.0,102.6,158.4,1,11,190.77
ENV-00456,2026-04-05,2026-03-30,SED-09,Huancayo,Junín,Sierra,Apu Express,Camión,143.2,0,0.0,258.4,301.5,1,8,357.62
ENV-00457,2026-04-02,2026-03-30,SED-10,Tarapoto,San Martín,Selva,Apu Express,Van,48.3,1,13.7,115.4,161.6,1,11,241.11
ENV-00458,2026-04-03,2026-03-30,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Van,80.0,0,0.0,155.1,151.1,0,16,268.68
ENV-00459,2026-04-01,2026-03-30,SED-10,Tarapoto,San Martín,Selva,Río Rápido,Moto,18.1,0,0.0,74.0,78.1,0,14,150.93
ENV-00460,2026-04-03,2026-03-30,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Van,35.6,1,6.2,99.5,128.2,1,37,298.84
ENV-00461,2026-04-02,2026-03-30,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Van,50.2,1,3.1,117.8,149.4,1,28,297.19
ENV-00462,2026-04-04,2026-03-30,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Van,142.8,1,20.2,233.4,300.5,1,16,426.56
ENV-00463,2026-03-30,2026-03-30,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Camión,45.5,0,0.0,119.6,157.2,1,9,184.73
ENV-00464,2026-04-03,2026-03-30,SED-10,Tarapoto,San Martín,Selva,Apu Express,Camión,87.0,0,0.0,178.6,153.8,0,36,343.28
ENV-00465,2026-04-05,2026-03-30,SED-11,Iquitos,Loreto,Selva,Costa Norte,Van,303.1,1,17.9,433.9,487.3,1,34,770.99
ENV-00466,2026-04-05,2026-03-30,SED-11,Iquitos,Loreto,Selva,Costa Norte,Camión,81.2,0,0.0,170.3,162.8,0,39,342.04
ENV-00467,2026-04-04,2026-03-30,SED-11,Iquitos,Loreto,Selva,Apu Express,Van,61.9,0,0.0,132.4,148.9,1,5,201.94
ENV-00468,2026-04-01,2026-03-30,SED-11,Iquitos,Loreto,Selva,Costa Norte,Van,57.8,0,0.0,127.2,131.2,0,39,299.85
ENV-00469,2026-04-05,2026-03-30,SED-11,Iquitos,Loreto,Selva,Río Rápido,Van,171.1,0,0.0,268.8,272.5,0,30,475.92
ENV-00470,2026-04-04,2026-03-30,SED-11,Iquitos,Loreto,Selva,Río Rápido,Camión,90.6,0,0.0,183.6,192.7,0,17,290.74
ENV-00471,2026-03-30,2026-03-30,SED-11,Iquitos,Loreto,Selva,Apu Express,Camión,38.9,0,0.0,110.3,114.5,0,39,266.01
ENV-00472,2026-03-31,2026-03-30,SED-11,Iquitos,Loreto,Selva,Costa Norte,Van,242.8,1,3.2,358.5,505.4,1,25,634.61
ENV-00473,2026-04-02,2026-03-30,SED-12,Pucallpa,Ucayali,Selva,Río Rápido,Camión,115.2,1,29.6,218.6,269.6,1,28,414.17
ENV-00474,2026-03-30,2026-03-30,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Camión,49.9,0,0.0,125.8,105.9,0,22,232.97
ENV-00475,2026-03-31,2026-03-30,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,107.9,0,0.0,189.8,187.9,0,12,306.35
ENV-00476,2026-03-31,2026-03-30,SED-12,Pucallpa,Ucayali,Selva,Río Rápido,Van,94.3,1,25.4,172.8,210.9,1,28,376.5
ENV-00477,2026-04-04,2026-03-30,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Moto,43.3,1,12.0,100.4,131.3,1,27,281.58
ENV-00478,2026-04-02,2026-03-30,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,226.9,0,0.0,338.6,365.0,0,24,557.82
ENV-00479,2026-04-05,2026-03-30,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,183.0,1,19.6,283.8,365.6,1,39,570.37
ENV-00480,2026-04-01,2026-03-30,SED-12,Pucallpa,Ucayali,Selva,Río Rápido,Van,200.9,1,15.7,306.1,403.4,1,18,537.4
ENV-00481,2026-04-09,2026-04-06,SED-01,Lima,Lima,Costa,Costa Norte,Moto,69.7,1,16.1,128.2,207.8,1,27,329.24
ENV-00482,2026-04-09,2026-04-06,SED-01,Lima,Lima,Costa,Río Rápido,Camión,67.7,0,0.0,151.1,155.7,0,36,308.47
ENV-00483,2026-04-12,2026-04-06,SED-01,Lima,Lima,Costa,Río Rápido,Moto,181.3,0,0.0,245.4,289.4,1,22,469.54
ENV-00484,2026-04-07,2026-04-06,SED-01,Lima,Lima,Costa,Apu Express,Moto,98.2,0,0.0,158.1,139.0,0,39,372.6
ENV-00485,2026-04-09,2026-04-06,SED-01,Lima,Lima,Costa,Apu Express,Camión,188.0,1,12.9,322.0,389.6,1,7,480.17
ENV-00486,2026-04-06,2026-04-06,SED-01,Lima,Lima,Costa,Costa Norte,Van,102.4,0,0.0,183.0,214.1,1,17,312.03
ENV-00487,2026-04-11,2026-04-06,SED-01,Lima,Lima,Costa,Apu Express,Camión,21.3,0,0.0,85.2,84.5,0,13,153.57
ENV-00488,2026-04-10,2026-04-06,SED-01,Lima,Lima,Costa,Apu Express,Camión,59.4,0,0.0,139.3,137.6,0,36,293.5
ENV-00489,2026-04-12,2026-04-06,SED-02,Piura,Piura,Costa,Apu Express,Van,104.8,1,36.8,186.0,245.7,1,25,386.11
ENV-00490,2026-04-10,2026-04-06,SED-02,Piura,Piura,Costa,Costa Norte,Camión,61.7,1,20.9,142.7,194.0,1,19,290.02
ENV-00491,2026-04-06,2026-04-06,SED-02,Piura,Piura,Costa,Costa Norte,Van,49.2,0,0.0,116.5,96.6,0,20,225.51
ENV-00492,2026-04-08,2026-04-06,SED-02,Piura,Piura,Costa,Apu Express,Camión,148.4,1,12.3,265.7,348.7,1,25,464.58
ENV-00493,2026-04-08,2026-04-06,SED-02,Piura,Piura,Costa,Costa Norte,Van,46.5,0,0.0,113.2,138.1,1,31,254.88
ENV-00494,2026-04-07,2026-04-06,SED-02,Piura,Piura,Costa,Costa Norte,Van,62.7,0,0.0,133.3,124.5,0,32,287.01
ENV-00495,2026-04-08,2026-04-06,SED-02,Piura,Piura,Costa,Río Rápido,Moto,26.5,0,0.0,82.8,90.4,0,21,187.78
ENV-00496,2026-04-09,2026-04-06,SED-02,Piura,Piura,Costa,Costa Norte,Moto,101.1,0,0.0,161.2,160.1,0,30,349.99
ENV-00497,2026-04-07,2026-04-06,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Van,38.1,0,0.0,102.6,118.3,1,33,245.9
ENV-00498,2026-04-06,2026-04-06,SED-03,Trujillo,La Libertad,Costa,Río Rápido,Van,30.0,0,0.0,92.5,106.7,1,27,212.68
ENV-00499,2026-04-12,2026-04-06,SED-03,Trujillo,La Libertad,Costa,Apu Express,Camión,186.3,0,0.0,319.6,363.6,1,7,432.08
ENV-00500,2026-04-06,2026-04-06,SED-03,Trujillo,La Libertad,Costa,Río Rápido,Van,143.3,0,0.0,234.1,257.9,0,17,385.63
ENV-00501,2026-04-07,2026-04-06,SED-03,Trujillo,La Libertad,Costa,Apu Express,Van,58.8,0,0.0,128.5,134.1,0,4,193.21
ENV-00502,2026-04-10,2026-04-06,SED-03,Trujillo,La Libertad,Costa,Río Rápido,Van,119.6,0,0.0,204.5,238.3,1,25,367.75
ENV-00503,2026-04-09,2026-04-06,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Camión,150.3,0,0.0,268.4,275.6,0,6,364.07
ENV-00504,2026-04-07,2026-04-06,SED-03,Trujillo,La Libertad,Costa,Río Rápido,Van,104.2,0,0.0,185.3,235.9,1,32,361.84
ENV-00505,2026-04-11,2026-04-06,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Camión,135.5,0,0.0,247.4,256.5,0,34,424.31
ENV-00506,2026-04-07,2026-04-06,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Van,65.3,1,9.4,136.6,166.4,1,37,352.21
ENV-00507,2026-04-12,2026-04-06,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Camión,58.4,0,0.0,138.0,133.2,0,22,248.36
ENV-00508,2026-04-06,2026-04-06,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Van,121.7,1,0.9,207.2,237.2,1,22,407.3
ENV-00509,2026-04-12,2026-04-06,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Van,167.9,0,0.0,264.9,210.5,0,23,448.59
ENV-00510,2026-04-11,2026-04-06,SED-04,Chiclayo,Lambayeque,Costa,Río Rápido,Moto,69.2,1,10.3,127.6,185.9,1,27,328.2
ENV-00511,2026-04-10,2026-04-06,SED-04,Chiclayo,Lambayeque,Costa,Costa Norte,Van,104.0,0,0.0,185.0,199.9,0,13,302.48
ENV-00512,2026-04-08,2026-04-06,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Moto,119.7,0,0.0,180.6,166.3,0,21,355.49
ENV-00513,2026-04-11,2026-04-06,SED-05,Arequipa,Arequipa,Sierra,Costa Norte,Moto,181.9,1,10.6,246.0,470.3,1,37,562.19
ENV-00514,2026-04-08,2026-04-06,SED-05,Arequipa,Arequipa,Sierra,Costa Norte,Van,19.4,1,3.1,79.2,113.0,1,29,244.81
ENV-00515,2026-04-08,2026-04-06,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,80.9,0,0.0,156.2,166.8,0,5,236.2
ENV-00516,2026-04-10,2026-04-06,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Camión,54.0,0,0.0,131.6,114.1,0,14,215.55
ENV-00517,2026-04-07,2026-04-06,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,85.4,1,17.6,161.7,208.9,1,6,292.25
ENV-00518,2026-04-07,2026-04-06,SED-05,Arequipa,Arequipa,Sierra,Río Rápido,Moto,78.7,0,0.0,137.6,150.0,0,11,250.77
ENV-00519,2026-04-11,2026-04-06,SED-05,Arequipa,Arequipa,Sierra,Río Rápido,Camión,212.3,1,22.7,356.5,547.1,1,10,533.15
ENV-00520,2026-04-07,2026-04-06,SED-05,Arequipa,Arequipa,Sierra,Costa Norte,Van,34.4,0,0.0,98.0,127.8,1,15,183.38
ENV-00521,2026-04-12,2026-04-06,SED-06,Cusco,Cusco,Sierra,Apu Express,Camión,56.5,0,0.0,135.3,137.4,0,35,285.28
ENV-00522,2026-04-11,2026-04-06,SED-06,Cusco,Cusco,Sierra,Apu Express,Camión,47.9,0,0.0,123.1,88.7,0,23,232.57
ENV-00523,2026-04-07,2026-04-06,SED-06,Cusco,Cusco,Sierra,Río Rápido,Camión,33.8,0,0.0,103.1,104.7,0,15,182.42
ENV-00524,2026-04-10,2026-04-06,SED-06,Cusco,Cusco,Sierra,Costa Norte,Moto,157.9,0,0.0,220.8,267.4,1,34,464.68
ENV-00525,2026-04-07,2026-04-06,SED-06,Cusco,Cusco,Sierra,Río Rápido,Camión,43.2,0,0.0,116.3,137.7,1,29,242.57
ENV-00526,2026-04-07,2026-04-06,SED-06,Cusco,Cusco,Sierra,Río Rápido,Moto,95.5,1,22.2,155.2,204.0,1,21,356.92
ENV-00527,2026-04-12,2026-04-06,SED-06,Cusco,Cusco,Sierra,Río Rápido,Van,101.3,0,0.0,181.6,233.1,1,19,316.16
ENV-00528,2026-04-09,2026-04-06,SED-06,Cusco,Cusco,Sierra,Río Rápido,Camión,40.5,0,0.0,112.5,114.6,0,34,253.29
ENV-00529,2026-04-11,2026-04-06,SED-07,Puno,Puno,Sierra,Río Rápido,Camión,135.4,0,0.0,247.2,273.0,0,6,337.29
ENV-00530,2026-04-07,2026-04-06,SED-07,Puno,Puno,Sierra,Costa Norte,Camión,135.7,0,0.0,247.7,260.2,0,12,356.42
ENV-00531,2026-04-10,2026-04-06,SED-07,Puno,Puno,Sierra,Río Rápido,Moto,89.5,0,0.0,149.0,124.9,0,15,282.66
ENV-00532,2026-04-11,2026-04-06,SED-07,Puno,Puno,Sierra,Costa Norte,Camión,55.5,0,0.0,133.8,178.8,1,23,246.24
ENV-00533,2026-04-11,2026-04-06,SED-07,Puno,Puno,Sierra,Río Rápido,Van,138.7,0,0.0,228.3,260.9,1,37,439.29
ENV-00534,2026-04-09,2026-04-06,SED-07,Puno,Puno,Sierra,Apu Express,Van,95.2,0,0.0,174.0,180.7,0,14,289.78
ENV-00535,2026-04-11,2026-04-06,SED-07,Puno,Puno,Sierra,Costa Norte,Van,51.5,1,5.0,119.4,129.0,0,16,262.34
ENV-00536,2026-04-11,2026-04-06,SED-07,Puno,Puno,Sierra,Costa Norte,Van,27.7,0,0.0,89.7,102.0,1,22,193.12
ENV-00537,2026-04-10,2026-04-06,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Van,370.5,0,0.0,518.2,526.4,0,23,813.24
ENV-00538,2026-04-07,2026-04-06,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Van,55.8,1,12.5,124.7,168.6,1,31,316.5
ENV-00539,2026-04-07,2026-04-06,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Camión,133.6,1,0.9,244.7,366.3,1,32,459.73
ENV-00540,2026-04-10,2026-04-06,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Van,71.3,0,0.0,144.2,162.8,1,28,290.23
ENV-00541,2026-04-08,2026-04-06,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Camión,65.2,0,0.0,147.6,136.3,0,18,248.18
ENV-00542,2026-04-08,2026-04-06,SED-08,Ayacucho,Ayacucho,Sierra,Apu Express,Van,15.9,0,0.0,74.9,71.5,0,22,171.91
ENV-00543,2026-04-11,2026-04-06,SED-08,Ayacucho,Ayacucho,Sierra,Costa Norte,Camión,113.0,0,0.0,215.4,224.2,0,31,374.43
ENV-00544,2026-04-10,2026-04-06,SED-08,Ayacucho,Ayacucho,Sierra,Río Rápido,Van,110.9,0,0.0,193.6,194.2,0,15,321.11
ENV-00545,2026-04-12,2026-04-06,SED-09,Huancayo,Junín,Sierra,Río Rápido,Van,44.1,0,0.0,110.1,95.2,0,6,172.99
ENV-00546,2026-04-08,2026-04-06,SED-09,Huancayo,Junín,Sierra,Apu Express,Van,10.6,1,42.1,68.2,101.0,1,25,216.57
ENV-00547,2026-04-10,2026-04-06,SED-09,Huancayo,Junín,Sierra,Apu Express,Camión,122.2,0,0.0,228.5,275.1,1,23,366.25
ENV-00548,2026-04-08,2026-04-06,SED-09,Huancayo,Junín,Sierra,Apu Express,Camión,173.4,0,0.0,301.2,342.4,1,40,511.14
ENV-00549,2026-04-12,2026-04-06,SED-09,Huancayo,Junín,Sierra,Apu Express,Van,158.8,1,50.1,253.5,318.7,1,12,443.1
ENV-00550,2026-04-08,2026-04-06,SED-09,Huancayo,Junín,Sierra,Apu Express,Van,150.5,0,0.0,243.1,243.4,0,32,445.09
ENV-00551,2026-04-12,2026-04-06,SED-09,Huancayo,Junín,Sierra,Río Rápido,Van,27.7,0,0.0,89.7,103.2,1,18,180.72
ENV-00552,2026-04-12,2026-04-06,SED-09,Huancayo,Junín,Sierra,Costa Norte,Camión,31.2,1,26.3,99.3,131.4,1,29,266.05
ENV-00553,2026-04-07,2026-04-06,SED-10,Tarapoto,San Martín,Selva,Apu Express,Camión,114.7,0,0.0,217.9,211.6,0,7,303.15
ENV-00554,2026-04-09,2026-04-06,SED-10,Tarapoto,San Martín,Selva,Río Rápido,Camión,73.5,1,4.2,159.4,203.7,1,23,323.66
ENV-00555,2026-04-07,2026-04-06,SED-10,Tarapoto,San Martín,Selva,Apu Express,Van,21.3,0,0.0,81.6,53.7,0,5,128.85
ENV-00556,2026-04-12,2026-04-06,SED-10,Tarapoto,San Martín,Selva,Apu Express,Moto,340.1,0,0.0,412.1,284.0,0,8,711.98
ENV-00557,2026-04-11,2026-04-06,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Camión,58.3,0,0.0,137.9,141.1,0,34,285.42
ENV-00558,2026-04-12,2026-04-06,SED-10,Tarapoto,San Martín,Selva,Río Rápido,Moto,78.9,0,0.0,137.9,109.9,0,9,244.96
ENV-00559,2026-04-10,2026-04-06,SED-10,Tarapoto,San Martín,Selva,Costa Norte,Van,35.6,0,0.0,99.5,97.8,0,40,263.05
ENV-00560,2026-04-09,2026-04-06,SED-10,Tarapoto,San Martín,Selva,Río Rápido,Van,34.2,0,0.0,97.8,121.5,1,41,263.75
ENV-00561,2026-04-11,2026-04-06,SED-11,Iquitos,Loreto,Selva,Apu Express,Camión,114.1,0,0.0,217.0,182.5,0,22,348.55
ENV-00562,2026-04-12,2026-04-06,SED-11,Iquitos,Loreto,Selva,Río Rápido,Van,51.1,0,0.0,118.9,128.3,0,4,179.37
ENV-00563,2026-04-10,2026-04-06,SED-11,Iquitos,Loreto,Selva,Costa Norte,Camión,93.2,0,0.0,187.4,209.0,0,36,354.39
ENV-00564,2026-04-09,2026-04-06,SED-11,Iquitos,Loreto,Selva,Río Rápido,Camión,74.7,0,0.0,161.1,197.4,1,17,262.15
ENV-00565,2026-04-07,2026-04-06,SED-11,Iquitos,Loreto,Selva,Río Rápido,Moto,45.7,0,0.0,103.0,108.9,0,40,281.32
ENV-00566,2026-04-10,2026-04-06,SED-11,Iquitos,Loreto,Selva,Apu Express,Van,161.1,1,13.6,256.3,308.2,1,13,450.24
ENV-00567,2026-04-12,2026-04-06,SED-11,Iquitos,Loreto,Selva,Apu Express,Camión,59.1,1,14.2,138.9,196.7,1,7,248.07
ENV-00568,2026-04-08,2026-04-06,SED-11,Iquitos,Loreto,Selva,Río Rápido,Van,8.0,0,0.0,65.0,77.3,1,9,117.3
ENV-00569,2026-04-11,2026-04-06,SED-12,Pucallpa,Ucayali,Selva,Río Rápido,Van,269.8,1,14.0,392.3,551.8,1,11,639.79
ENV-00570,2026-04-11,2026-04-06,SED-12,Pucallpa,Ucayali,Selva,Río Rápido,Camión,17.1,0,0.0,79.3,91.7,1,13,146.12
ENV-00571,2026-04-10,2026-04-06,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Camión,72.7,0,0.0,158.2,173.4,0,35,314.38
ENV-00572,2026-04-06,2026-04-06,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Moto,87.8,0,0.0,147.2,170.5,1,11,267.09
ENV-00573,2026-04-10,2026-04-06,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,120.5,1,8.9,205.7,228.5,0,38,454.75
ENV-00574,2026-04-10,2026-04-06,SED-12,Pucallpa,Ucayali,Selva,Costa Norte,Van,113.2,0,0.0,196.5,242.0,1,17,331.51
ENV-00575,2026-04-06,2026-04-06,SED-12,Pucallpa,Ucayali,Selva,Apu Express,Van,48.8,1,5.6,116.0,127.6,0,38,325.6
ENV-00576,2026-04-08,2026-04-06,SED-12,Pucallpa,Ucayali,Selva,Apu Express,Camión,114.9,0,0.0,218.1,208.4,0,15,328.28
ENV-00577,2026-04-18,2026-04-13,SED-01,Lima,Lima,Costa,Costa Norte,Van,238.1,0,0.0,352.6,345.0,0,17,556.28
ENV-00578,2026-04-15,2026-04-13,SED-01,Lima,Lima,Costa,Río Rápido,Camión,17.6,0,0.0,80.0,113.4,1,4,119.12
ENV-00579,2026-04-15,2026-04-13,SED-01,Lima,Lima,Costa,Río Rápido,Van,36.8,0,0.0,101.1,150.0,1,26,221.92
ENV-00580,2026-04-13,2026-04-13,SED-01,Lima,Lima,Costa,Río Rápido,Camión,70.4,0,0.0,154.9,160.2,0,26,282.29
ENV-00581,2026-04-19,2026-04-13,SED-01,Lima,Lima,Costa,Apu Express,Van,39.3,0,0.0,104.1,109.4,0,28,232.47
ENV-00582,2026-04-18,2026-04-13,SED-01,Lima,Lima,Costa,Costa Norte,Moto,239.5,0,0.0,306.5,285.9,0,4,518.57
ENV-00583,2026-04-18,2026-04-13,SED-01,Lima,Lima,Costa,Apu Express,Moto,71.2,0,0.0,129.7,150.1,1,8,227.94
ENV-00584,2026-04-14,2026-04-13,SED-01,Lima,Lima,Costa,Costa Norte,Van,155.7,0,0.0,249.6,337.7,1,39,476.15
ENV-00585,2026-04-18,2026-04-13,SED-02,Piura,Piura,Costa,Costa Norte,Van,89.4,0,0.0,166.8,166.0,0,25,313.47
ENV-00586,2026-04-17,2026-04-13,SED-02,Piura,Piura,Costa,Apu Express,Van,19.0,0,0.0,78.7,79.4,0,23,180.43
ENV-00587,2026-04-14,2026-04-13,SED-02,Piura,Piura,Costa,Río Rápido,Van,25.7,0,0.0,87.2,90.7,0,8,146.14
ENV-00588,2026-04-13,2026-04-13,SED-02,Piura,Piura,Costa,Costa Norte,Van,234.4,0,0.0,348.0,405.2,1,15,543.35
ENV-00589,2026-04-18,2026-04-13,SED-02,Piura,Piura,Costa,Costa Norte,Moto,55.2,0,0.0,113.0,93.3,0,35,282.92
ENV-00590,2026-04-14,2026-04-13,SED-02,Piura,Piura,Costa,Apu Express,Moto,146.8,0,0.0,209.1,260.3,1,30,432.15
ENV-00591,2026-04-18,2026-04-13,SED-02,Piura,Piura,Costa,Costa Norte,Van,86.7,0,0.0,163.3,187.2,1,15,277.49
ENV-00592,2026-04-17,2026-04-13,SED-02,Piura,Piura,Costa,Costa Norte,Moto,136.0,0,0.0,197.8,226.8,1,29,409.66
ENV-00593,2026-04-14,2026-04-13,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Camión,48.3,0,0.0,123.6,162.5,1,31,258.1
ENV-00594,2026-04-18,2026-04-13,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Camión,114.7,1,2.7,217.8,295.8,1,19,385.32
ENV-00595,2026-04-17,2026-04-13,SED-03,Trujillo,La Libertad,Costa,Apu Express,Van,329.2,0,0.0,466.5,523.6,1,33,769.9
ENV-00596,2026-04-15,2026-04-13,SED-03,Trujillo,La Libertad,Costa,Río Rápido,Van,168.7,1,30.2,265.8,342.6,1,40,547.58
ENV-00597,2026-04-13,2026-04-13,SED-03,Trujillo,La Libertad,Costa,Costa Norte,Van,19.9,0,0.0,79.9,100.1,1,24,185.23
ENV-00598,2026-04-18,2026-04-13,SED-03,Trujillo,La Libertad,Costa,Río Rápido,Van,60.4,0,0.0,130.5,156.3,1,38,301.46
ENV-00599,2026-04-18,2026-04-13,SED-03,Trujillo,La Libertad,Costa,Río Rápido,Van,30.9,0,0.0,93.6,102.7,0,27,214.29
ENV-00600,2026-04-15,2026-04-13,SED-03,Trujillo,La Libertad,Costa,Apu Express,Van,143.9,0,0.0,234.9,339.3,1,31,430.13
ENV-00601,2026-04-18,2026-04-13,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Moto,117.8,0,0.0,178.6,191.5,0,10,317.97
ENV-00602,2026-04-17,2026-04-13,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Moto,125.1,0,0.0,186.3,158.3,0,18,355.92
ENV-00603,2026-04-13,2026-04-13,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Moto,66.8,0,0.0,125.2,142.9,1,27,278.98
ENV-00604,2026-04-16,2026-04-13,SED-04,Chiclayo,Lambayeque,Costa,Río Rápido,Camión,84.0,1,18.0,174.3,249.5,1,11,305.27
ENV-00605,2026-04-17,2026-04-13,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Camión,10.7,0,0.0,70.2,76.7,0,37,209.03
ENV-00606,2026-04-15,2026-04-13,SED-04,Chiclayo,Lambayeque,Costa,Río Rápido,Moto,59.8,0,0.0,117.8,140.0,1,30,275.73
ENV-00607,2026-04-15,2026-04-13,SED-04,Chiclayo,Lambayeque,Costa,Río Rápido,Van,83.1,1,2.9,158.9,197.3,1,35,378.09
ENV-00608,2026-04-16,2026-04-13,SED-04,Chiclayo,Lambayeque,Costa,Apu Express,Camión,73.6,0,0.0,159.5,173.6,0,27,291.2
ENV-00609,2026-04-17,2026-04-13,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,262.5,0,0.0,383.2,365.4,0,20,609.54
ENV-00610,2026-04-18,2026-04-13,SED-05,Arequipa,Arequipa,Sierra,Río Rápido,Camión,12.1,1,1.6,72.2,96.2,1,29,231.71
ENV-00611,2026-04-18,2026-04-13,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Camión,92.6,0,0.0,186.5,204.9,0,16,291.32
ENV-00612,2026-04-13,2026-04-13,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,18.2,0,0.0,77.7,90.6,1,4,120.16
ENV-00613,2026-04-17,2026-04-13,SED-05,Arequipa,Arequipa,Sierra,Río Rápido,Moto,82.9,0,0.0,142.0,162.4,1,40,348.17
ENV-00614,2026-04-17,2026-04-13,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Moto,75.5,0,0.0,134.3,132.6,0,10,241.95
ENV-00615,2026-04-16,2026-04-13,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Van,160.0,0,0.0,255.0,317.5,1,18,418.83
ENV-00616,2026-04-17,2026-04-13,SED-05,Arequipa,Arequipa,Sierra,Apu Express,Camión,94.3,0,0.0,188.9,191.5,0,10,275.76
ENV-00617,2026-04-15,2026-04-13,SED-06,Cusco,Cusco,Sierra,Apu Express,Van,26.0,0,0.0,87.5,86.2,0,36,233.39
ENV-00618,2026-04-15,2026-04-13,SED-06,Cusco,Cusco,Sierra,Apu Express,Moto,56.6,1,2.0,114.4,123.8,0,12,259.07
ENV-00619,2026-04-17,2026-04-13,SED-06,Cusco,Cusco,Sierra,Costa Norte,Van,238.7,0,0.0,353.3,375.0,0,30,597.6
ENV-00620,2026-04-19,2026-04-13,SED-06,Cusco,Cusco,Sierra,Costa Norte,Camión,171.9,1,6.3,299.1,364.3,1,35,537.87
ENV-00621,2026-04-13,2026-04-13,SED-06,Cusco,Cusco,Sierra,Apu Express,Van,67.4,1,7.5,139.2,160.9,1,32,340.47
ENV-00622,2026-04-18,2026-04-13,SED-06,Cusco,Cusco,Sierra,Río Rápido,Camión,84.4,0,0.0,174.9,186.0,0,27,310.69
